2022-11-04 15:16:24,105 [ 1] INFO  Unity: LoadingManager start
2022-11-04 15:16:27,350 [ 1] INFO  Unity: DataManager > DataManager()
2022-11-04 15:16:33,707 [ 1] INFO  Unity: UserLoginRequest::user :PXbask psw:98259683Zyx
2022-11-04 15:16:33,709 [ 1] INFO  Unity: ConnectToServer() Start 
2022-11-04 15:16:33,715 [ 1] INFO  Unity: DoConnect
2022-11-04 15:16:33,717 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2022-11-04 15:16:33,722 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2022-11-04 15:16:33,729 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2022-11-04 15:16:33,905 [ 1] INFO  Unity: OnUserLogin:Success [None]
2022-11-04 15:16:33,908 [ 1] INFO  Unity: LoadLevel: CharSelect
2022-11-04 15:16:34,709 [ 1] INFO  Unity: LevelLoadCompleted:1
2022-11-04 15:16:35,697 [ 1] INFO  Unity: Select Char:[1003]lll[Archer]
2022-11-04 15:16:36,444 [ 1] INFO  Unity: UserGameEnterRequest::index :2
2022-11-04 15:16:36,489 [ 1] INFO  Unity: OnUserGameEnter:Success [None]
2022-11-04 15:16:36,491 [ 1] INFO  Unity: ItemManager:Init[ID:1, Count:20]
2022-11-04 15:16:36,492 [ 1] INFO  Unity: ItemManager:Init[ID:2, Count:20]
2022-11-04 15:16:36,504 [ 1] INFO  Unity: OnMapCharacterEnter:MapID:1 CharacterID:1
2022-11-04 15:16:36,514 [ 1] INFO  Unity: AddCharacter:1003:lll Map:1 Entity:(10:pos:(5000,4000,820),dir:(100,0,0),spd:0
2022-11-04 15:16:36,517 [ 1] INFO  Unity: LoadLevel: MainCity
2022-11-04 15:16:37,081 [ 1] INFO  Unity: OnMapCharacterEnter:MapID:1
2022-11-04 15:16:38,194 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2022-11-04 15:16:38,195 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2022-11-04 15:16:38,361 [ 1] INFO  Unity: LevelLoadCompleted:1
2022-11-04 15:16:39,773 [ 1] INFO  Unity: SetDirection:(98, -18, 0)
2022-11-04 15:16:39,872 [ 1] INFO  Unity: SetDirection:(94, -35, 0)
2022-11-04 15:16:39,955 [ 1] INFO  Unity: SetDirection:(86, -51, 0)
2022-11-04 15:16:40,056 [ 1] INFO  Unity: SetDirection:(74, -68, 0)
2022-11-04 15:16:40,154 [ 1] INFO  Unity: SetDirection:(58, -81, 0)
2022-11-04 15:16:40,247 [ 1] INFO  Unity: MoveForward
2022-11-04 15:16:40,263 [ 1] INFO  Unity: SetDirection:(43, -90, 0)
2022-11-04 15:16:40,345 [ 1] INFO  Unity: SetDirection:(25, -97, 0)
2022-11-04 15:16:40,494 [ 1] INFO  Unity: SetDirection:(8, -100, 0)
2022-11-04 15:16:41,045 [ 1] INFO  Unity: SetDirection:(-10, -99, 0)
2022-11-04 15:16:41,251 [ 1] INFO  Unity: SetDirection:(-27, -96, 0)
2022-11-04 15:16:41,743 [ 1] INFO  Unity: SetDirection:(-45, -89, 0)
2022-11-04 15:16:41,847 [ 1] INFO  Unity: SetDirection:(-61, -79, 0)
2022-11-04 15:16:41,934 [ 1] INFO  Unity: SetDirection:(-74, -67, 0)
2022-11-04 15:16:43,354 [ 1] INFO  Unity: SetPosition:(4648, 3216, 811)
2022-11-04 15:16:45,195 [ 1] INFO  Unity: SetPosition:(4240, 2846, 810)
2022-11-04 15:16:45,789 [ 1] INFO  Unity: SetDirection:(-85, -53, 0)
2022-11-04 15:16:46,022 [ 1] INFO  Unity: SetDirection:(-93, -37, 0)
2022-11-04 15:16:46,892 [ 1] INFO  Unity: SetDirection:(-98, -19, 0)
2022-11-04 15:16:47,010 [ 1] INFO  Unity: SetDirection:(-100, 0, 0)
2022-11-04 15:16:54,375 [ 1] INFO  Unity: TeleporterObject: Character[lll] EnterTeleporter[3:主城传入点1]
2022-11-04 15:16:55,013 [ 1] INFO  Unity: SetPosition:(1399, 2584, 805)
2022-11-04 15:16:56,853 [ 1] INFO  Unity: TeleporterObject: Character[lll] EnterTeleporter[1:主城->野外]
2022-11-04 15:16:56,855 [ 1] INFO  Unity: MapTeleportRequest: teleporterId:1
2022-11-04 15:16:56,889 [ 1] INFO  Unity: OnMapCharacterLeave:MapID:1 CharacterID:10
2022-11-04 15:16:56,895 [ 1] INFO  Unity: RemoveCharacter:10
2022-11-04 15:16:56,910 [ 1] INFO  Unity: OnMapCharacterEnter:MapID:1 CharacterID:2
2022-11-04 15:16:56,912 [ 1] INFO  Unity: AddCharacter:1003:lll Map:2 Entity:(10:pos:(3183,4007,-2),dir:(100,0,0),spd:300
2022-11-04 15:16:56,937 [ 1] INFO  Unity: AddCharacter:2:恶鬼 Map:2 Entity:(2:pos:(5887,1573,7),dir:(9,100,0),spd:0
2022-11-04 15:16:56,961 [ 1] INFO  Unity: AddCharacter:3:山丘巨人 Map:2 Entity:(3:pos:(5540,1682,4),dir:(20,98,0),spd:0
2022-11-04 15:16:56,987 [ 1] INFO  Unity: AddCharacter:4:小恶魔 Map:2 Entity:(4:pos:(4775,2865,14),dir:(-30,95,0),spd:0
2022-11-04 15:16:57,014 [ 1] INFO  Unity: AddCharacter:5:死神 Map:2 Entity:(5:pos:(5683,4173,0),dir:(28,-96,0),spd:0
2022-11-04 15:16:57,039 [ 1] INFO  Unity: LoadLevel: Map01
2022-11-04 15:16:58,113 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer
UnityEngine.Resources:Load(String)
Resloader:Load(String) (at Assets/Scripts/Assets/Resloader.cs:11)
SoundManager:PlayMusic(String) (at Assets/Scripts/Managers/SoundManager.cs:71)
Services.MapService:EnterMap(Int32) (at Assets/Scripts/Services/MapService.cs:36)
Services.MapService:OnMapCharacterEnter(Object, MapCharacterEnterResponse) (at Assets/Scripts/Services/MapService.cs:94)
Network.MessageDistributer`1:RaiseEvent(Object, MapCharacterEnterResponse)
Network.MessageDispatch`1:Dispatch(Object, NetMessageResponse)
Network.MessageDistributer`1:Distribute()
Network.NetClient:ProceeMessage() (at Assets/Scripts/Network/NetClient.cs:417)
Network.NetClient:Update() (at Assets/Scripts/Network/NetClient.cs:435)

2022-11-04 15:16:58,115 [ 1] INFO  Unity: OnMapCharacterEnter:MapID:2
2022-11-04 15:16:58,116 [ 1] WARN  Unity: Failed to create agent because it is not close enough to the NavMesh
UnityEngine.GameObject:AddComponent()
PlayerInputController:Start() (at Assets/Scripts/GameObject/PlayerInputController.cs:53)

2022-11-04 15:16:58,186 [ 1] INFO  Unity: MoveForward
2022-11-04 15:16:58,466 [ 1] INFO  Unity: LevelLoadCompleted:1
2022-11-04 15:16:58,509 [ 1] INFO  Unity: Stop
2022-11-04 15:16:58,514 [ 1] INFO  Unity: TeleporterObject: Character[lll] EnterTeleporter[6:野外传入点]
2022-11-04 15:16:59,238 [ 1] INFO  Unity: MoveForward
2022-11-04 15:16:59,295 [ 1] INFO  Unity: SetDirection:(98, -19, 0)
2022-11-04 15:17:01,498 [ 1] INFO  Unity: SetDirection:(93, -36, 0)
2022-11-04 15:17:03,051 [ 1] INFO  Unity: SetPosition:(4320, 3714, 6)
2022-11-04 15:17:05,212 [ 1] INFO  Unity: SetPosition:(4921, 3481, 6)
2022-11-04 15:17:05,583 [ 1] INFO  Unity: SetDirection:(98, -19, 0)
2022-11-04 15:17:05,682 [ 1] INFO  Unity: SetDirection:(100, -1, 0)
2022-11-04 15:17:05,782 [ 1] INFO  Unity: SetDirection:(98, 20, 0)
2022-11-04 15:17:05,883 [ 1] INFO  Unity: SetDirection:(92, 40, 0)
2022-11-04 15:17:05,973 [ 1] INFO  Unity: SetDirection:(82, 57, 0)
2022-11-04 15:17:06,089 [ 1] INFO  Unity: SetDirection:(71, 70, 0)
2022-11-04 15:17:06,492 [ 1] INFO  Unity: SetDirection:(83, 56, 0)
2022-11-04 15:17:06,593 [ 1] INFO  Unity: SetDirection:(92, 39, 0)
2022-11-04 15:17:07,383 [ 1] INFO  Unity: SetDirection:(98, 22, 0)
2022-11-04 15:17:07,481 [ 1] INFO  Unity: SetDirection:(100, 4, 0)
2022-11-04 15:17:08,050 [ 1] INFO  Unity: SetDirection:(98, 21, 0)
2022-11-04 15:17:08,139 [ 1] INFO  Unity: SetDirection:(93, 38, 0)
2022-11-04 15:17:08,221 [ 1] INFO  Unity: SetDirection:(85, 53, 0)
2022-11-04 15:17:08,322 [ 1] INFO  Unity: SetDirection:(74, 67, 0)
2022-11-04 15:17:08,409 [ 1] INFO  Unity: SetDirection:(61, 79, 0)
2022-11-04 15:17:08,458 [ 1] INFO  Unity: Stop
2022-11-04 15:17:09,204 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
2022-11-04 15:17:14,216 [ 1] INFO  Unity: SendCastSkill: id:302 entityId:10 targetId:5 position:(0,0,0)
2022-11-04 15:17:14,285 [ 1] INFO  Unity: SendCastSkill: id:302 entityId:10 targetId:5 position:(0,0,0)
2022-11-04 15:17:14,796 [ 1] INFO  Unity: Skill[流血箭].UpdateCasting Finished
2022-11-04 15:17:15,100 [ 1] INFO  Unity: Skill[流血箭].CastBullet:[EFX_Archer_AtkA_B_dandao_prefab]
2022-11-04 15:17:15,142 [ 1] INFO  Unity: OnSkillHit:count:1
2022-11-04 15:17:15,650 [ 1] INFO  Unity: Skill[流血箭].UpdateSkill Finished
2022-11-04 15:17:15,741 [ 1] INFO  Unity: OnSkillHit:count:1
2022-11-04 15:17:15,743 [ 1] INFO  Unity: Creature:死神 Damage:16 Crit:False
2022-11-04 15:17:15,745 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:15,747 [ 1] INFO  Unity: [ADD] BuffID:[1] Name:[Battle.Buff]
2022-11-04 15:17:16,641 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:16,643 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:17,631 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:17,632 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:17,663 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
2022-11-04 15:17:18,390 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
2022-11-04 15:17:18,621 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:18,622 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:19,351 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
2022-11-04 15:17:19,618 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:19,620 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:20,611 [ 1] INFO  Unity: OnBuff:Count[2] Received
2022-11-04 15:17:20,639 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:20,641 [ 1] INFO  Unity: [REMOVE] BuffID:[1] Name:[Battle.Buff]
2022-11-04 15:17:22,002 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
2022-11-04 15:17:22,200 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
2022-11-04 15:17:22,435 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
2022-11-04 15:17:22,652 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
2022-11-04 15:17:23,679 [ 1] INFO  Unity: SendCastSkill: id:302 entityId:10 targetId:5 position:(0,0,0)
2022-11-04 15:17:23,816 [ 1] INFO  Unity: SendCastSkill: id:302 entityId:10 targetId:5 position:(0,0,0)
2022-11-04 15:17:24,327 [ 1] INFO  Unity: Skill[流血箭].UpdateCasting Finished
2022-11-04 15:17:24,625 [ 1] INFO  Unity: Skill[流血箭].CastBullet:[EFX_Archer_AtkA_B_dandao_prefab]
2022-11-04 15:17:24,710 [ 1] INFO  Unity: OnSkillHit:count:1
2022-11-04 15:17:25,188 [ 1] INFO  Unity: Skill[流血箭].UpdateSkill Finished
2022-11-04 15:17:25,257 [ 1] INFO  Unity: OnSkillHit:count:1
2022-11-04 15:17:25,259 [ 1] INFO  Unity: Creature:死神 Damage:17 Crit:False
2022-11-04 15:17:25,261 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:25,262 [ 1] INFO  Unity: [ADD] BuffID:[2] Name:[Battle.Buff]
2022-11-04 15:17:26,240 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:26,241 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:27,237 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:27,239 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:28,234 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:28,235 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:29,229 [ 1] INFO  Unity: OnBuff:Count[1] Received
2022-11-04 15:17:29,230 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:30,225 [ 1] INFO  Unity: OnBuff:Count[2] Received
2022-11-04 15:17:30,226 [ 1] INFO  Unity: Creature:死神 Damage:1 Crit:False
2022-11-04 15:17:30,228 [ 1] INFO  Unity: [REMOVE] BuffID:[2] Name:[Battle.Buff]
2022-11-04 15:17:31,484 [ 1] INFO  Unity: BattleTarget: SetTarget:[5]死神
